repeat,step,material_system,composition,anneal_T_C,actual_overpotential_V,actual_molar_change,hypervolume,n_remaining,posterior,is_target
2,5,Ag-Pb-W-O,"{'Pb': 0.71578, 'W': 0.0241, 'Ag': 0.26012}",0,0.777279,0.481257,2.476882,2283,0.5,False
2,6,Cr-Sb-V-O,"{""Cr"": 0.7703518803307682, ""Sb"": 0.14360634323891677, ""V"": 0.08604177643031505}",550,0.994283,0.338251,2.476882,2282,0.416667,False
2,7,Co-Mn-Ti-O,"{'Co': 0.10236, 'Mn': 0.06588, 'Ti': 0.83176}",700,1.129037,0.030729,2.476882,2281,0.357143,False
2,8,Ag-Ge-Hf-O,"{""Ag"": 0.11393433443042443, ""Ge"": 0.5369023704010739, ""Hf"": 0.3491632951685017}",550,1.046681,0.298677,2.476882,2280,0.357143,False
2,9,Fe-Sb-W-O,"{'Sb': 0.0029014794310840216, 'W': 0.7173276382546246, 'Fe': 0.27977088231429137}",0,0.961015,0.122832,2.476882,2279,0.3125,False
2,10,Co-In-Si-O,"{""Co"": 0.11722573539700111, ""In"": 0.8827742646029989}",0,1.108296,0.32383,2.476882,2278,0.3125,False
2,11,Al-Cu-Mo-O,"{'Al': 0.10674, 'Cu': 0.42299, 'Mo': 0.47028}",550,0.941847,0.157727,2.476882,2277,0.25,False
2,12,Co-Hf-Zr-O,"{""Co"": 0.4428792864351971, ""Hf"": 0.4716977830540134, ""Zr"": 0.08542293051078953}",400,0.860897,0.145768,2.476882,2276,0.25,False
2,13,In-Mn-Pd-O,"{""In"": 0.30224067434347124, ""Mn"": 0.22134199218618597, ""Pd"": 0.4764173334703427}",0,0.72277,0.165449,2.481455,2275,0.238095,False
2,14,Cr-Sb-V-O,"{""Cr"": 0.9209908260251566, ""Sb"": 0.03109792906250422, ""V"": 0.04791124491233919}",0,0.994164,0.755616,2.481455,2274,0.208333,False
2,15,Ag-Pb-W-O,"{'Pb': 0.01448, 'W': 0.01292, 'Ag': 0.97259}",0,0.721207,4.595334,2.481455,2273,0.208333,False
2,16,Al-Bi-Co-O,"{'Al': 0.13412, 'Co': 0.22516, 'Bi': 0.64072}",550,10.713288,0.008024,2.481455,2272,0.2,False
2,17,Mn-Pd-Zn-O,"{""Mn"": 0.37238337092788415, ""Pd"": 0.4596912762164277, ""Zn"": 0.1679253528556881}",550,0.655162,0.232459,2.502125,2271,0.185185,False
2,18,Co-Fe-Zr-O,"{""Co"": 0.3985761792729648, ""Fe"": 0.048060360307876734, ""Zr"": 0.5533634604191585}",550,1.074075,-0.037673,2.502125,2270,0.185185,False
2,19,Ag-Ge-Hf-O,"{""Ag"": 0.18389648720190185, ""Ge"": 0.7390905604272578, ""Hf"": 0.07701295237084035}",550,0.902085,0.522089,2.502125,2269,0.178571,False
2,20,Al-Cu-Mo-O,"{'Al': 0.71471, 'Cu': 0.0843, 'Mo': 0.201}",550,1.542228,0.000368,2.502125,2268,0.15625,False
2,21,Ge-In-Zr-O,"{""Ge"": 0.09749930041978014, ""In"": 0.8169526394868271, ""Zr"": 0.08554806009339279}",550,1.117609,0.252872,2.502125,2267,0.15625,False
2,22,Fe-Sb-W-O,"{""Fe"": 0.053281706630836645, ""Sb"": 0.0030477721923588526, ""W"": 0.9436705211768045}",550,1.027596,-0.024967,2.502125,2266,0.15625,False
2,23,Bi-Co-Mo-O,"{'Bi': 0.86976, 'Mo': 0.048, 'Co': 0.08225}",0,1.002291,1.553922,2.502125,2265,0.147059,False
2,24,Cr-Sb-V-O,"{""Cr"": 0.6844141236560437, ""Sb"": 0.22855022066615346, ""V"": 0.08703565567780285}",550,0.967025,0.275477,2.502125,2264,0.138889,False
2,25,Mn-Pd-Zn-O,"{""Mn"": 0.25137839327036443, ""Pd"": 0.6701247912292412, ""Zn"": 0.07849681550039449}",550,0.790764,0.119208,2.502125,2263,0.135135,False
2,26,Co-In-Si-O,"{""Co"": 0.4970514872497725, ""In"": 0.5029485127502274}",550,6.575998,0.014171,2.502125,2262,0.131579,False
2,27,Ag-Pb-W-O,"{'Pb': 0.03324, 'W': 0.78916, 'Ag': 0.1776}",0,10.603323,0.543147,2.502125,2261,0.131579,False
2,28,Ag-Ge-Hf-O,"{""Ag"": 0.07793562146429024, ""Ge"": 0.06741493403200992, ""Hf"": 0.8546494445036998}",550,1.362289,0.017747,2.502125,2260,0.119048,False
2,29,Co-Mn-Ti-O,"{'Co': 0.24773, 'Mn': 0.41338, 'Ti': 0.33889}",550,0.867992,0.052138,2.502125,2259,0.119048,False
2,30,Al-Cu-Mo-O,"{'Al': 0.512, 'Cu': 0.10034, 'Mo': 0.38767}",550,1.062437,0.003599,2.502125,2258,0.113636,False
2,31,Ge-In-Zr-O,"{""Ge"": 0.1265668635632442, ""In"": 0.18202001994447975, ""Zr"": 0.691413116492276}",550,1.443065,0.043143,2.502125,2257,0.108696,False
2,32,Fe-Sb-W-O,"{'W': 0.4720284224772885, 'Sb': 0.0008992828421653048, 'Fe': 0.5270722946805462}",0,0.725551,0.115564,2.503369,2256,0.108696,False
2,33,Co-Mo-Pd-O,"{""Co"": 0.3857356210377804, ""Mo"": 0.3189203991709539, ""Pd"": 0.2953439797912657}",550,0.869415,0.166186,2.503369,2255,0.106383,False
2,34,Cr-Sb-V-O,"{""Cr"": 0.2623272524292542, ""Sb"": 0.16129772930738046, ""V"": 0.5763750182633655}",550,0.882876,0.232063,2.503369,2254,0.104167,False
2,35,In-Mn-Pd-O,"{""In"": 0.2751377635220254, ""Mn"": 0.15466258695960994, ""Pd"": 0.5701996495183647}",550,0.74366,0.086365,2.503568,2253,0.098039,False
2,36,Al-Bi-Co-O,"{'Al': 0.04259, 'Co': 0.75396, 'Bi': 0.20345}",550,0.937983,0.051994,2.503568,2252,0.096154,False
2,37,Ag-Pb-W-O,"{'Ag': 0.7758, 'Pb': 0.0818, 'W': 0.1424}",0,0.781789,6.232821,2.503568,2251,0.096154,False
2,38,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",550,0.676735,0.096884,2.510338,2250,0.090909,False
2,39,Mn-Pd-Zn-O,"{""Mn"": 0.05159288682126927, ""Pd"": 0.8905690758920519, ""Zn"": 0.05783803728667873}",550,0.576482,0.022747,2.648553,2249,0.089286,True
2,40,Mn-Pd-Zn-O,"{""Mn"": 0.01785209824110034, ""Pd"": 0.9522700654484872, ""Zn"": 0.029877836310412426}",0,0.466356,0.432227,3.287352,2248,0.227273,False
2,41,Mn-Pd-Zn-O,"{""Mn"": 0.030963692468232024, ""Pd"": 0.7418484037406559, ""Zn"": 0.22718790379111203}",550,0.595813,0.152457,3.287352,2247,0.197368,False
2,42,Mn-Pd-Zn-O,"{""Mn"": 0.02407498785080497, ""Pd"": 0.9282068625857727, ""Zn"": 0.047718149563422387}",0,0.583783,0.374476,3.287352,2246,0.174419,False
2,43,Mn-Pd-Zn-O,"{""Mn"": 0.0361211644589684, ""Pd"": 0.9294179146764211, ""Zn"": 0.034460920864610466}",550,0.575991,0.019029,3.288202,2245,0.15625,True
2,44,Mn-Pd-Zn-O,"{""Mn"": 0.06432334826098404, ""Pd"": 0.5132559224814411, ""Zn"": 0.42242072925757485}",550,0.563943,0.39971,3.288594,2244,0.235849,False
2,45,Mn-Pd-Zn-O,"{""Mn"": 0.06277842079279056, ""Pd"": 0.2242773871354308, ""Zn"": 0.7129441920717786}",550,0.869945,0.788671,3.288594,2243,0.215517,False
2,46,Mn-Pd-Zn-O,"{""Mn"": 0.24500564403099445, ""Pd"": 0.5348248424211384, ""Zn"": 0.22016951354786715}",0,0.66287,0.329632,3.288594,2242,0.198413,False
2,47,Mn-Pd-Zn-O,"{""Mn"": 0.11364929145171776, ""Pd"": 0.6025836331796812, ""Zn"": 0.283767075368601}",550,0.584222,0.268036,3.288594,2241,0.183824,False
2,48,Mn-Pd-Zn-O,"{""Mn"": 0.26419546247058057, ""Pd"": 0.36190843804316447, ""Zn"": 0.3738960994862549}",550,0.638504,0.318618,3.288594,2240,0.171233,False
2,49,Mn-Pd-Zn-O,"{""Mn"": 0.029911545412902512, ""Pd"": 0.7952604223498129, ""Zn"": 0.1748280322372846}",550,0.58881,0.137559,3.288594,2239,0.160256,False
2,50,Mn-Pd-Zn-O,"{""Mn"": 0.6470714457389513, ""Pd"": 0.14434532940821743, ""Zn"": 0.20858322485283123}",550,0.923317,0.390794,3.288594,2238,0.150602,False
3,1,Co-Fe-Zr-O,"{""Co"": 0.267520693726514, ""Fe"": 0.6033191358382478, ""Zr"": 0.12916017043523817}",0,0.916969,0.29838,1.74329,2287,0.5,False
3,2,In-Mn-Pd-O,"{""In"": 0.019076258686735462, ""Mn"": 0.7665885641674777, ""Pd"": 0.2143351771457868}",550,0.546155,0.205715,2.799505,2286,0.5,False
3,3,Ag-Pb-W-O,"{'Pb': 0.04792, 'W': 0.73663, 'Ag': 0.21544}",0,6.239566,0.596229,2.799505,2285,0.5,False
3,4,Al-Cu-Mo-O,"{'Al': 0.0418, 'Cu': 0.00592, 'Mo': 0.95228}",550,0.961222,0.148512,2.799505,2284,0.5,False
3,5,Cr-Sb-V-O,"{""Cr"": 0.734176424731226, ""Sb"": 0.08300758042492334, ""V"": 0.18281599484385072}",550,1.009385,0.334807,2.799505,2283,0.5,False
3,6,Ag-Ge-Hf-O,"{""Ag"": 0.04065863368081608, ""Ge"": 0.01850495645793528, ""Hf"": 0.9408364098612486}",550,1.228053,-0.038478,2.799505,2282,0.416667,False
3,7,Bi-Co-Mo-O,"{'Bi': 0.66403, 'Mo': 0.05292, 'Co': 0.28305}",550,0.755534,0.826783,2.799505,2281,0.357143,False
3,8,Mn-Pd-Zn-O,"{""Mn"": 0.05641840501494038, ""Pd"": 0.3288560546278727, ""Zn"": 0.614725540357187}",550,0.591823,0.544183,2.799505,2280,0.333333,False
3,9,Ge-In-Zr-O,"{""Ge"": 0.2506907572531559, ""In"": 0.47429893477826207, ""Zr"": 0.27501030796858195}",550,1.081707,0.211017,2.799505,2279,0.3125,False
3,10,Fe-Sb-W-O,"{""Fe"": 0.1632301339884399, ""Sb"": 0.003950263601015167, ""W"": 0.8328196024105449}",550,1.276302,0.009644,2.799505,2278,0.3125,False
3,11,Co-Mn-Ti-O,"{'Co': 0.34776, 'Mn': 0.34641, 'Ti': 0.30583}",550,0.895338,0.016712,2.799505,2277,0.277778,False
3,12,Co-In-Si-O,"{""Co"": 0.6563683348714394, ""In"": 0.3436316651285607}",550,8.965968,0.007869,2.799505,2276,0.25,False
3,13,Al-Cu-Mo-O,"{'Al': 0.2019, 'Cu': 0.48579, 'Mo': 0.3123}",550,0.939365,0.113748,2.799505,2275,0.227273,False
3,14,Cr-Sb-V-O,"{""Cr"": 0.17709160401394688, ""Sb"": 0.03748912468840394, ""V"": 0.7854192712976492}",550,0.93479,0.262847,2.799505,2274,0.227273,False
3,15,Ag-Ge-Hf-O,"{""Ag"": 0.07432777271443858, ""Ge"": 0.09889151028466524, ""Hf"": 0.8267807170008962}",550,1.183544,0.006684,2.799505,2273,0.208333,False
3,16,Al-Bi-Co-O,"{'Al': 0.45367, 'Co': 0.41541, 'Bi': 0.13093}",550,1.01566,0.043363,2.799505,2272,0.2,False
3,17,Ag-Pb-W-O,"{'Ag': 0.78432, 'Pb': 0.11024, 'W': 0.10545}",0,0.755063,5.028603,2.799505,2271,0.192308,False
3,18,Mn-Pd-Zn-O,"{""Mn"": 0.25137839327036443, ""Pd"": 0.6701247912292412, ""Zn"": 0.07849681550039449}",550,0.790764,0.119208,2.799505,2270,0.185185,False
3,19,Co-Hf-Zr-O,"{""Co"": 0.9544679253365075, ""Hf"": 0.03729647256231155, ""Zr"": 0.008235602101180992}",550,0.630033,0.073985,2.815372,2269,0.172414,False
3,20,Fe-Sb-W-O,"{""Fe"": 0.2018083758617847, ""Sb"": 0.007276880436754711, ""W"": 0.7909147437014605}",550,10.663462,0.00714,2.815372,2268,0.166667,False
3,21,Ge-In-Zr-O,"{""Ge"": 0.4376013431364121, ""In"": 0.1212934158973133, ""Zr"": 0.44110524096627457}",550,1.569303,0.143356,2.815372,2267,0.15625,False
3,22,Cr-Sb-V-O,"{""Cr"": 0.9325805033556709, ""Sb"": 0.024812870181497013, ""V"": 0.0426066264628322}",0,0.968542,0.829954,2.815372,2266,0.147059,False
3,23,Al-Cu-Mo-O,"{'Al': 0.7488736789913588, 'Cu': 0.09187148485045186, 'Mo': 0.15925483615818936}",550,1.066638,0.073251,2.815372,2265,0.147059,False
3,24,Co-In-Si-O,"{""Co"": 0.368458171964495, ""In"": 0.6315418280355051}",550,0.988909,0.129679,2.815372,2264,0.138889,False
3,25,Mn-Pd-Zn-O,"{""Mn"": 0.05266659015216484, ""Pd"": 0.06675385250498922, ""Zn"": 0.8805795573428459}",0,1.225981,1.08186,2.815372,2263,0.135135,False
3,26,Ag-Pb-W-O,"{'Pb': 0.6253, 'W': 0.02941, 'Ag': 0.34529}",0,0.767558,0.593955,2.815372,2262,0.131579,False
3,27,Bi-Co-Sb-O,"{'Sb': 0.0039, 'Bi': 0.93976, 'Co': 0.05635}",550,0.805823,2.003166,2.815372,2261,0.125,False
3,28,Ag-Ge-Hf-O,"{""Ag"": 0.5538213354644208, ""Ge"": 0.0986939469351682, ""Hf"": 0.347484717600411}",550,0.905819,0.126314,2.815372,2260,0.119048,False
3,29,Co-Mn-Ti-O,"{'Co': 0.28123, 'Mn': 0.60336, 'Ti': 0.11541}",550,0.927213,0.144755,2.815372,2259,0.119048,False
3,30,Al-Cu-Mo-O,"{'Al': 0.02084, 'Cu': 0.0354, 'Mo': 0.94376}",550,0.939032,0.126514,2.815372,2258,0.113636,False
3,31,Fe-Sb-W-O,"{""Fe"": 0.05180786321207896, ""Sb"": 0.00031274519912333746, ""W"": 0.9478793915887976}",550,10.664441,-0.01048,2.815372,2257,0.108696,False
3,32,Ge-In-Zr-O,"{""Ge"": 0.1967155683499317, ""In"": 0.037804538707849375, ""Zr"": 0.7654798929422189}",550,1.566082,0.036289,2.815372,2256,0.108696,False
3,33,Co-Mo-Pd-O,"{""Co"": 0.4791149999051246, ""Mo"": 0.4133893918249628, ""Pd"": 0.10749560826991253}",550,0.915891,0.205456,2.815372,2255,0.106383,False
3,34,Cr-Sb-V-O,"{""Cr"": 0.3216409191154887, ""Sb"": 0.15598025106926577, ""V"": 0.5223788298152454}",550,0.939806,0.201233,2.815372,2254,0.104167,False
3,35,Mn-Pd-Zn-O,"{""Mn"": 0.23522951705889397, ""Pd"": 0.4399245973610255, ""Zn"": 0.3248458855800806}",550,0.61901,0.335017,2.815372,2253,0.098039,False
3,36,Al-Bi-Co-O,"{'Al': 0.0347, 'Co': 0.15887, 'Bi': 0.80643}",550,10.712622,0.121967,2.815372,2252,0.096154,False
3,37,Ag-Pb-W-O,"{'Ag': 0.82658, 'Pb': 0.07894, 'W': 0.09448}",0,0.735488,5.27383,2.815372,2251,0.096154,False
3,38,Co-Fe-Zr-O,"{""Co"": 0.2557642396999606, ""Fe"": 0.07128321231398606, ""Zr"": 0.6729525479860534}",550,0.89982,0.031502,2.815372,2250,0.090909,False
3,39,In-Mn-Pd-O,"{""In"": 0.07023121592726059, ""Mn"": 0.27670140169429713, ""Pd"": 0.6530673823784422}",550,0.507365,0.090649,3.063275,2249,0.089286,True
3,40,In-Mn-Pd-O,"{""In"": 0.32896188337225674, ""Mn"": 0.26423614068875634, ""Pd"": 0.40680197593898687}",0,0.694238,0.144329,3.063275,2248,0.227273,False
3,41,In-Mn-Pd-O,"{""In"": 0.13954616380714097, ""Mn"": 0.6422981138632722, ""Pd"": 0.21815572232958683}",550,0.607199,0.105084,3.063275,2247,0.197368,False
3,42,In-Mn-Pd-O,"{""In"": 0.09571536581703892, ""Mn"": 0.25730804212694447, ""Pd"": 0.6469765920560167}",0,0.593006,0.321881,3.063275,2246,0.174419,False
3,43,In-Mn-Pd-O,"{""In"": 0.08788896855855852, ""Mn"": 0.07408525184201467, ""Pd"": 0.8380257795994268}",550,0.572501,0.045708,3.069266,2245,0.15625,True
3,44,In-Mn-Pd-O,"{""In"": 0.06362177649416619, ""Mn"": 0.026066824590301282, ""Pd"": 0.9103113989155325}",0,0.580115,0.646838,3.069266,2244,0.235849,False
3,45,In-Mn-Pd-O,"{""In"": 0.05784410646262761, ""Mn"": 0.028938087027910276, ""Pd"": 0.9132178065094622}",550,0.562457,0.02403,3.073794,2243,0.215517,True
3,46,In-Mn-Pd-O,"{""In"": 0.04425727114758724, ""Mn"": 0.7938268917206271, ""Pd"": 0.16191583713178564}",550,0.546871,0.19208,3.073794,2242,0.277778,False
3,47,In-Mn-Pd-O,"{""In"": 0.09775736023697856, ""Mn"": 0.7060988265887281, ""Pd"": 0.19614381317429339}",550,0.622227,0.106921,3.073794,2241,0.257353,False
3,48,In-Mn-Pd-O,"{""In"": 0.09765043768859957, ""Mn"": 0.21338520725684687, ""Pd"": 0.6889643550545536}",0,0.59123,0.344503,3.073794,2240,0.239726,False
3,49,In-Mn-Pd-O,"{""In"": 0.14936205447243683, ""Mn"": 0.2076901438187493, ""Pd"": 0.6429478017088139}",550,0.584246,0.105546,3.073794,2239,0.224359,False
3,50,In-Mn-Pd-O,"{""In"": 0.03713790635536924, ""Mn"": 0.015349167470548382, ""Pd"": 0.9475129261740823}",550,0.554892,-0.046614,3.088116,2238,0.210843,True
4,1,Cr-Sb-V-O,"{""Cr"": 0.20118877000302662, ""Sb"": 0.6968439804372832, ""V"": 0.10196724955969018}",550,1.019573,0.02812,1.74329,2287,0.5,False
4,2,Co-Fe-Zr-O,"{""Co"": 0.07270695841674286, ""Fe"": 0.02913197481998264, ""Zr"": 0.8981610667632746}",550,1.668189,0.017245,1.74329,2286,0.5,False
4,3,Al-Cu-Mo-O,"{'Al': 0.23602, 'Cu': 0.10021, 'Mo': 0.66377}",550,0.955414,0.052327,1.74329,2285,0.5,False
4,4,Ag-Ge-Hf-O,"{""Ag"": 0.89728148964178, ""Ge"": 0.036587121797811685, ""Hf"": 0.06613138856040833}",550,1.00083,0.669601,1.74329,2284,0.5,False
